video,text
26,and that's just dumb like there's no
26,other way to say it like that's just not
26,smart
26,learn to say i don't know the way that
26,i learned about this was there was a
26,uh grad student that was a little bit
26,more senior than me
26,and he was telling me that when he took
26,his prelim exams
26,what happened was the committee that he
26,had were asking
26,progressively harder questions and they
26,kept going harder and harder and more
26,detailed
26,and they almost got to the point where
26,they were just trying to find out
26,what point will he start saying i don't
26,know because
26,when you're doing a phd one of the
26,things that you need to learn
26,is you know what you know but what's
26,more important is you know what you
26,don't know
26,everyone kind of has this idea that they
26,know something about
26,everything but the deeper you go into a
26,subject the more you realize
26,the other things in life you don't know
26,as much about and you start learning how
26,to ask for help and learning where to
26,find that help
26,and the same thing applies here you
26,might really know a lot about your
26,subject
26,but there's bounds there's boundaries
26,where you don't know anymore
26,and the pis that are going to be judging
26,you in your preliminary exams or
26,dissertation or whatever
26,they can tell when you're making
26,something up when you really don't know
26,what you're talking about
26,so don't try to pretend like you know
26,everything because
26,even the smartest most seasoned pis
26,you'll hear them say
26,i don't know i'm not quite sure this is
26,what i think
26,but i don't really have an answer for
26,that that
26,is okay it's okay to say i don't know
26,it is really really important for you
26,to learn your bounds know what you know
26,and know what you don't know
26,and this is something that most people
26,in life that you see
26,around you in your periphery they don't
26,know that they think they know
26,everything about everything
26,and it's really difficult to get to a
26,point you know
26,to be honest with yourself and say i
26,don't know
26,i know what i know and i know what i
26,don't know
26,okay so with that we'll wrap it up those
26,are five things i wish i knew before
26,starting grad school these are things
26,that
26,if you go in knowing these things and
26,keep these in mind
26,you know that there's gonna be delayed
26,gratification that imposter syndrome
26,happens
26,that you need to be able to understand
26,what you're not knowing um
26,that this isn't just undergrad 2.0 you
26,keep these things in mind i think it's
26,going to make your transition
26,from undergrad into grad school a little
26,bit easier
26,and a little bit more smooth so with
26,that i'll catch you guys in the next one
26,bye
27,welcome back everybody so as promised
27,we reached 250 subscribers i can't
27,believe it
27,we're gonna go through and we're gonna
27,pick apart my dissertation and we're
27,gonna talk about
27,how disgusting it looks and the things
27,that we could do better that we've
27,learned over the years
27,so let's get into this i think enough of
27,you have found my name on the internet
27,so i'm really not going to
27,black that out anything that i will
27,black out is just towards the end which
27,is acknowledgments about my son and my
27,wife because
27,i think they're entitled to their own
27,privacy and we don't need to mention
27,them
27,but everything else you know this is my
27,name justin darcy
27,i worked in the lab of andre barkey you
27,know you could look up andre you could
27,look up me on the internet
27,that's fine um this
27,is the culmination of my doctoral work
27,and if you kind of want to know the
